fid;osm_id;osm_type;name;healthcare;amenity;speciality;emergency;operator;operator_type;phone;website;addr_street;addr_housenumber;addr_suburb;addr_city;addr_postcode;wheelchair;longitude;latitude
6466;542182270;way;Laboratório Municipal;laboratory;clinic;;;Prefeitura Municipal de Laranjal Paulista;government;+55 15 3283 2258;;Rua Vital Brasil;112;Centro;Laranjal Paulista;18500-000;limited;-47.8382831;-23.0529272
2527;8127336100;node;CAME;doctor;doctors;;;Centro de Atendimento Médico Empresarial e Laboratório;private;;https://www.cameocupacional.com.br/;Rua Vital Brasil;55;Centro;Laranjal Paulista;18500-000;;-47.8377472;-23.0527571
2572;8155298857;node;Edson Roberto Rodrigues Costa;doctor;doctors;;;Edson Roberto Rodrigues Costa;private;;;Rua Nações Unidas;174;Vila Campacci;Laranjal Paulista;18500-000;;-47.8360646;-23.0527471
2541;8155298825;node;Consultório Odontológico de Luciano Falcão Rodrigues Alves;dentist;dentist;;;Luciano Falcão Rodrigues Alves;private;;;Rua Doutor Pereira Barreto;127;Centro;Laranjal Paulista;18500-000;;-47.8369435;-23.0526476
7613;699476986;way;Centro de Saúde Braziliano Poggi;clinic;clinic;;;;;;;Rua Bazzo;176;;Jumirim;;;-47.7932008;-23.0833222
204;1888178793;node;Farmácia Jumirim;pharmacy;pharmacy;;;;;;;Rua Manoel Novaes;386;;Jumirim;;;-47.7883143;-23.0840763
1602;5238664097;node;Drogaria Santa Maria;pharmacy;pharmacy;;;;;;;Rua Guilherme Marconi;834;Vila Darcy;Laranjal Paulista;18500-000;;-47.8335752;-23.0577328
2539;8155298823;node;Agência Transfusional;blood_bank;;;;Prefeitura Municipal de Laranjal Paulista;public;;;Rua Governador Pedro de Toledo;633;Vila São José;Laranjal Paulista;18500-000;;-47.8326165;-23.0557202
2537;8155298821;node;Laboratório São Camilo;laboratory;;;;Catto Catto SC Ltda;private;;;Rua João Batista Ré;191;Residencial Solar;Laranjal Paulista;18500-000;;-47.8268377;-23.055289
2188;6542842970;node;Centro de Atenção Psicossocial e Oficina Terapêutica;psychotherapist;clinic;;;Prefeitura Municipal de Laranjal Paulista;public;+55 15 3283 6597;;Rua Nicolau Jacob;452;Vila Campacci;Laranjal Paulista;18500-000;;-47.8365621;-23.0549623
1596;5227352451;node;Drogaria São Benedito;pharmacy;pharmacy;;;;;+51 15 3283 1816;;Rua Governador Pedro de Toledo;534;Vila Campacci;Laranjal Paulista;18500-000;limited;-47.8334636;-23.0547813
2547;8155298831;node;José Francisco de Moura Campos;doctor;doctors;;;José Francisco de Moura Campos;private;;;Rua Nações Unidas;495;Vila Campacci;Laranjal Paulista;18500-000;;-47.8339936;-23.0546582
2536;8155298819;node;Previlab Análises Clínicas;doctor;doctors;;;Previlab Análises Clínicas Ltda;private;;;Rua Salatiel Pires;87;Vila São José;Laranjal Paulista;18500-000;;-47.8317551;-23.0546299
2525;8127336098;node;Centro Integrado do Adulto e da Criança;clinic;clinic;;;Clínica Dr. Alcides de Moura Campos Jr.;private;;;Rua Nações Unidas;485;Vila Campacci;Laranjal Paulista;18500-000;;-47.8340285;-23.0546202
2526;8127336099;node;Clínica Reabilitar;clinic;clinic;;;Clinica Fisioterapeutica Reabilitar Laranjal;private;;;Rua Nações Unidas;475;Vila Campacci;Laranjal Paulista;18500-000;;-47.8340734;-23.0545713
2551;8155298835;node;Bruna Dias Manfrin Piveta;doctor;doctors;;;Bruna Dias Manfrin Piveta;private;;;Rua Nações Unidas;425;Vila Campacci;Laranjal Paulista;18500-000;;-47.834138;-23.0545053
2543;8155298827;node;Maira Zanetti;doctor;doctors;;;Maira Zanetti;private;;;Rua Nicolau Jacob;247;Vila Campacci;Laranjal Paulista;18500-000;;-47.835131;-23.0540356
2562;8155298846;node;Eliana Aparecida Uguetto Ghiraldi;doctor;doctors;;;Eliana Aparecida Uguetto Ghiraldi;private;;;Rua Governador Pedro de Toledo;454;Vila Campacci;Laranjal Paulista;18500-000;;-47.8339077;-23.0540031
2550;8155298834;node;Fisiodonto;doctor;doctors;;;Clínica de Fisioterapia Teixeira Pessin LTDA;private;;;Rua Nações Unidas;362;Vila Campacci;Laranjal Paulista;18500-000;;-47.834879;-23.0539908
2554;8155298838;node;;doctor;doctors;;;;private;;;Rua Governador Pedro de Toledo;434;Vila Campacci;Laranjal Paulista;18500-000;;-47.833906;-23.0539273
2566;8155298851;node;Tissiane Ghiraldi Bonalume;doctor;doctors;;;Tissiane Ghiraldi Bonalume;private;;;Rua José Rodrigues Machado;1340;Vila Darcy;Laranjal Paulista;18500-000;;-47.8337411;-23.0567053
2567;8155298852;node;Maria do Carmo Marcuz de Almeida;doctor;doctors;;;Maria do Carmo Marcuz de Almeida;private;;;Rua Governador Pedro de Toledo;472;Vila Campacci;Laranjal Paulista;18500-000;;-47.8337793;-23.0541667
2574;8180003507;node;Unidade Básica de Saúde da Família São Francisco;clinic;clinic;;;Secretaria Municipal de Saúde e Promoção Social de Cerquilho;public;;;Rua Antônio Modanez;240;Jardim São Francisco;Cerquilho;;;-47.7656163;-23.1635842
1588;5223927427;node;Drogaria Maristela;pharmacy;pharmacy;;;;;+55 15 3287 1113;;Avenida Afonso Mathias;258;Maristela;Laranjal Paulista;18510-000;;-47.8879926;-23.0379387
1498;5059352226;node;Unidade de Saúde da Familia Itaguaçú;clinic;clinic;;;;;+55 12 3105 8279;;Rua Itaiguara;3422;Itaguaçú;;12570-000;;-45.2606306;-22.8677055
5358;258770928;way;Centro de Reabilitação José de Castro Galvão;clinic;clinic;;;;;+55 12 8202 5203;;Rua Alencar Correia da Silva;;Vila Olívia;;12525-000;;-45.2506328;-22.8413674
7843;733298798;way;Pronto Socorro;hospital;hospital;general;yes;;;;;Avenida Barão do Rio Branco;;Centro;Aparecida;12570-000;;-45.2273385;-22.8407496
7844;733298799;way;Santa Casa de Misericórdia de Aparecida;hospital;hospital;;;;;+55 12 3104 5555;;Avenida Barão do Rio Branco;470;Centro;Aparecida;12570-000;;-45.2266889;-22.8406476
3767;11892377612;node;Centro de Diagnóstico;hospital;hospital;;;;;;;;;;;;;-45.228096;-22.8386786
1495;5059352223;node;Paulo Vitor;clinic;clinic;;;;;;;;;;;;;-45.2572344;-22.8357086
1497;5059352225;node;Prime Radiologia;clinic;clinic;;;;;;;;;;;;;-45.2199139;-22.8334995
6527;544577527;way;Santa Casa da Misericórdia de Guaratinguetá;hospital;hospital;;;;;;;;;;;;;-45.1916832;-22.8219263
2592;8225031845;node;Farma Conde;pharmacy;pharmacy;;;;;;https://www.farmaconde.com.br/;Rua Monsenhor Felippo;;Centro;;;;-45.1938029;-22.8162512
6446;538398074;way;PoupaFarma;pharmacy;pharmacy;;;;;+55 12 3132 4752;;Rua Monsenhor Felippo;28;Centro;Guaratinguetá;12501-410;;-45.1937157;-22.8159246
1496;5059352224;node;Centro Integrado de Radiologia Facial;laboratory;;;;;;+55 12 3132 2717;https://cirfradiologia.com.br/site/;Rua Domingos Rodrigues Alves;205;Centro;;12500-040;;-45.1950947;-22.8155865
8337;884433823;way;Unifarma Farmácia Manipulação Homeopatia;pharmacy;pharmacy;;;;;+55 12 3122 6019;;Rua Monsenhor Felippo;100;Centro;;;;-45.194312;-22.8161986
8612;953612213;way;Droga Quinze;pharmacy;pharmacy;;;;;;;Rua Cândido Dinamarco;;;;;;-45.1933727;-22.8110015
8651;961435266;way;Unidade de Saúde da Família Santa Terezinha;clinic;clinic;;;;;+55 12 99787 2247;;Avenida Alexandro César dos Santos Gregório;;Santa Terezinha;;12570-000;;-45.2250724;-22.8343743
8671;963219494;way;Unidade Básica de Saúde de Potim;clinic;clinic;"general;paediatrics;gynaecology";;;;+55 12 3112 2221;;Praça Josino Ribeiro da Silva;;Centro;;12525-000;;-45.2516253;-22.8389197
8672;963248433;way;Academia da Saúde de Potim;clinic;clinic;;;;;+55 12 3112 9222;;Rua Bahia;;Jardim Alvorada;;12525-000;;-45.264657;-22.8370685
9290;1105808030;way;G.S. Farma;pharmacy;pharmacy;;;;;;;Rua Antônio de Oliveira Portes;321;Centro;Potim;12525-025;yes;-45.2548074;-22.8395473
11129;1476992486;way;Hospital CEPOG;hospital;hospital;;;;;;https://hospitalcepog.com.br/;;;;;;;-45.2011605;-22.8141966
6286;494442106;way;UBS - Vila São José - Posto de Assistência Médica;;clinic;;;Prefeitura Municipal de Cubatão;;+55 13 3361-6867;;Avenida Bandeirantes;;Vila São José;Cubatão;;;-46.4236247;-23.9058687
2465;7829988613;node;;pharmacy;pharmacy;;;;;;;;;;;;;-46.4555047;-24.0096112
2464;7829988612;node;;pharmacy;pharmacy;;;;;;;;;;;;;-46.455265;-24.0099484
2467;7829988655;node;Manipulação;pharmacy;pharmacy;;;;;;;;;;;;;-46.4552222;-24.010144
2466;7829988633;node;;clinic;clinic;;;;;;;;;;;;;-46.4547798;-24.0089348
5793;399108104;way;Hospital Municipal Irmã Dulce;hospital;hospital;;yes;;;+55 13 3476- 4400;https://fuabc.org.br/nossas-unidades/hospital-irma-dulce/;Rua Dair Borges;550;Boqueirão;Praia Grande;11701-210;;-46.4188149;-24.004563
2863;9413951804;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;https://www.drogariasaopaulo.com.br;;;;;;;-46.4141082;-24.0088299
6718;557530286;way;Angiocor;clinic;clinic;cardiology;;;;+55 13 3473 2323;;Avenida Presidente Costa e Silva;;Boqueirão;Praia Grande;;;-46.4130933;-24.0021054
4993;13755112866;node;Hospital de Olhos de São Paulo;doctor;doctors;ophthalmology;;;;+55 13 3228 2429;https://hospitaldeolhos.net/unidades/unidade-praia-grande/;Avenida Presidente Costa e Silva;1012;Boqueirão;;11700-007;;-46.412922;-24.0043144
1683;5377046195;node;Centro de Nefrologia de Praia Grande;clinic;clinic;nephrology;;Prefeitura de Praia Grande;;;;Avenida Presidente Costa e Silva;;Boqueirão;Praia Grande;11701000;;-46.4126753;-24.0008308
4058;12260045711;node;Doctor Feet Podologia;podiatrist;;podiatry;;;;+55 13 97409 9670;https://www.doctorfetpg.com.br;Avenida Ayrton Senna da Silva;1511;Sitio do Campo;Praia Grande;11726-000;;-46.4073565;-23.9974381
8157;834357036;way;Unidade de Saúde da Mulher - David Capistrano;clinic;clinic;;;;;;;;;;;;;-46.4523157;-23.9802646
8158;834357038;way;;clinic;clinic;;;;;;;;;;;;;-46.4525059;-23.9801408
8873;1022119216;way;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;;;;;;;-46.4349679;-24.0090019
8874;1022119220;way;Droga Raia;pharmacy;pharmacy;;;;;;;;;;;;;-46.4336105;-24.0084905
10002;1232420674;way;USAFA AVIAÇÃO;yes;;;;;;;;;;;;;;-46.4399875;-24.0098733
10717;1395745035;way;Hospital IGESP Litoral;hospital;hospital;;;;;;;;;;;;;-46.4311472;-24.0073297
10718;1395745037;way;Unimed Santos - Pronto Atendimento Praia Grande;hospital;hospital;;;Unimed;private;+55 13 3476 0000;https://www.unimed.coop.br/site/web/santos;Avenida Presidente Kennedy;2213;;Praia Grande;;;-46.4305622;-24.0080959
1540;5121335500;node;USF Vila dos Pescadores;;clinic;;;;;;;Rua Santa Julia;;;;;;-46.401949;-23.9262903
3794;11963146055;node;UBS/USAFA Vila Margarida;clinic;clinic;;;Prefeitura Municipal de São Vcinete;public;;;;;;;;;-46.401832;-23.9672746
3481;11159666221;node;Dentari Odonto Clínicas São Vicente;dentist;dentist;dentist;;Dentari Odonto Clínicas;;;;Rua Quinze de Novembro;576;Centro;São Vicente;11310400;;-46.3853854;-23.9637853
2462;7829860349;node;;pharmacy;pharmacy;;;;;;;;;;;;;-46.3827026;-23.9330646
2463;7829860371;node;;clinic;clinic;;;;;;;;;;;;;-46.379771;-23.9295798
524;3050813623;node;Hospital Zona Noroeste;;hospital;;;;;;;;;;;;;-46.3774478;-23.9434409
6037;444285328;way;Drogaria Reis;;pharmacy;;;;;+55 13 3299-5006;;Rua Professor Luís Gomes Cruz;47;Jardim Castelo;Santos;11087-200;;-46.3768565;-23.9455302
332;2441430768;node;Maximplante Clinica de Implantes Dentários;dentist;dentist;;yes;;;;http://maximplante.com.br;Rua Benedito Calixto;182;;;11320-070;;-46.3761485;-23.9674743
4827;13564409248;node;Hospital do Vicentino;hospital;hospital;;;;;;;;;;;;;-46.3694684;-23.9567434
7102;624095687;way;Hospital do Humaita;hospital;hospital;;;;;;;;;;;;;-46.4596308;-23.950069
7911;756545207;way;Pague Menos;pharmacy;pharmacy;;;;;;;;;;;;;-46.3753971;-23.9684215
7914;756645710;way;Farma Conde;pharmacy;pharmacy;;;;;;;;;;;;;-46.3738834;-23.9692455
7915;756645715;way;Droga Raia;pharmacy;pharmacy;;;;;;;;;;;;;-46.3796267;-23.966821
8152;832843045;way;UPA Doutor Mário Ruivo;hospital;hospital;;;;;;;Avenida Doutor Joel Gonçalves de Oliveiro;222;Parque São Luiz;Cubatão;;;-46.4165576;-23.9246371
9481;1150070556;way;U.S.F. Areia Branca;hospital;hospital;community;;Prefeitura de Santos;public;;;Rua Francisco Lourenço Gomes;118;Areia Branca;Santos;11086-250;;-46.3734533;-23.9454355
10012;1235046818;way;Pronto Socorro Central de São Vicente;hospital;hospital;general;yes;Sistema Único de Saúde;public;;;;;;;;;-46.3972176;-23.9621354
10451;1340582503;way;;clinic;clinic;;;;;;;;;;;;;-46.4190143;-23.9418786
10530;1362432481;way;U.B.S. SAMBAIATUBA;clinic;clinic;;;;;;;;;;;;;-46.3897327;-23.9453836
10720;1396027729;way;Policlínica;clinic;clinic;;;;;;;;;;;;;-46.3885043;-23.9250772
10773;1415163241;way;Hospital do Vicentino;hospital;hospital;;;;;;;;;;;;;-46.3696255;-23.9566773
10774;1415166210;way;Hospital  São José;hospital;hospital;;;;;;;;;;;;;-46.3866965;-23.9648287
10794;1416341664;way;Hospital e Maternidade Dr. Silverio Fontes;hospital;hospital;;;;;;;;;;;;;-46.3772371;-23.9435097
9334;1115388215;way;Drogaria Ribeira;pharmacy;pharmacy;;;;;;;Avenida Cândido Dias Batista;;;Ribeira;;;-49.0069747;-24.6569192
8215;840347625;way;;hospital;hospital;;;;;;;;;;;;;-45.05294;-22.7011996
2766;8968871743;node;;clinic;clinic;;;;;;;;;;;;;-49.6024888;-21.8055166
2767;8968871751;node;;pharmacy;pharmacy;;;;;;;;;;;;;-49.6019653;-21.806483
5232;226771395;way;Santa Casa de Cafelândia;;hospital;;yes;;;;;;;;;;;-49.5957856;-21.8114258
8694;969281777;way;;clinic;clinic;;;;;;;;;;;;;-49.6024518;-21.8054608
6522;544564399;way;Unidade Básica de Saúde da Família;clinic;clinic;"general;paediatrics;gynaecology";;;;;;Rua Rio Grande do Sul;;;;;;-46.6483133;-21.7210847
7555;691454783;way;ESF Monsenhor Renato Artamendi;clinic;clinic;;;;;+55 19 3646 3030;;Rua Nove de Julho;;Centro;;13790-000;;-46.8249076;-21.7093575
8707;975134088;way;Santa Casa de Misericódia;hospital;hospital;;;;;;;Rua Nove de Julho;;Centro;;13790-000;;-46.8253694;-21.7090472
6468;542649935;way;Clínica de Oftalmologia;clinic;clinic;ophthalmology;;;;;;;;;;;;-46.742238;-21.6689551
6469;542649938;way;Hospital Ortopedista de Divinolândia;hospital;hospital;;;;;;;;;;;;;-46.7426674;-21.6683783
6467;542649860;way;Centro de Saúde III Divinolândia;clinic;clinic;;;;;;;;;;;;;-46.737436;-21.6629802
669;3499084972;node;;;hospital;;;;;;;;;;;;;-47.9396532;-25.0113606
281;2296573287;node;Pronto Socorro;;hospital;;;;;;;;;;;;;-47.9372595;-25.0165378
670;3499110820;node;;;hospital;;;;;;;;;;;;;-47.9352758;-25.019333
658;3469576413;node;;;pharmacy;;;;;;;;;;;;;-47.9310243;-25.0080168
660;3469590861;node;;;pharmacy;;;;;;;;;;;;;-47.9300588;-25.0105447
659;3469589054;node;Laboratório Laborclin;;pharmacy;;;;;;;;;;;;;-47.9296189;-25.0116822
10807;1419680526;way;Santa Casa;hospital;hospital;;;;;;;;;;;;;-47.9280199;-25.0136516
7877;743406236;way;Posto de Saúde do Bairro Laranjeirinha;hospital;hospital;;;;;;;;;;;;;-47.880109;-24.6263855
7618;699959785;way;;pharmacy;pharmacy;;;;;;;;;;;;;-47.8585745;-24.5300173
7628;699988949;way;;dentist;dentist;;;;;;;;;;;;;-47.8353413;-24.5144215
7659;702309416;way;;dentist;dentist;;;;;;;;;;;;;-47.8355059;-24.512733
7658;702309415;way;;dentist;dentist;;;;;;;;;;;;;-47.8353724;-24.5123926
7636;699988965;way;Misawa;dentist;dentist;;;;;;;;;;;;;-47.8356804;-24.5119716
855;3928762854;node;Vitara;;clinic;;;;;;;;;;;;;-47.841061;-24.5041132
6112;463691186;way;;dentist;dentist;;;;;;;;;;;;;-47.8410528;-24.5040996
7651;701636551;way;;dentist;dentist;;;;;;;;;;;;;-47.8515791;-24.5003451
7650;701609983;way;;dentist;dentist;;;;;;;;;;;;;-47.850168;-24.4994501
7623;699988943;way;Clinivale;dentist;dentist;;;;;;;;;;;;;-47.8477633;-24.4994205
7624;699988944;way;Drª. Mariane Morais;dentist;dentist;;;;;;;;;;;;;-47.850493;-24.4990539
8110;818391662;way;Policlínica;dentist;dentist;;;;;;;;;;;;;-47.8468413;-24.4980277
7622;699988942;way;;dentist;dentist;;;;;;;;;;;;;-47.8473338;-24.4979978
7620;699988940;way;Sakô;dentist;dentist;;;;;;;;;;;;;-47.8478017;-24.4971635
7626;699988947;way;Oyadomari;dentist;dentist;;;;;;;;;;;;;-47.843075;-24.4970399
5387;275293853;way;Seimaru;dentist;dentist;;;;;;;;;;;;;-47.8431241;-24.4968165
7630;699988951;way;RedeORTO;dentist;dentist;;;;;;;;;;;;;-47.8440413;-24.4967815
7625;699988945;way;Cerado;dentist;dentist;;;;;;;;;;;;;-47.843971;-24.4966542
7621;699988941;way;Doutor do Povo;dentist;dentist;;;;;;;;;;;;;-47.8475619;-24.4965483
5375;268117666;way;;dentist;dentist;;;;;;;;;;;;;-47.8480258;-24.4964563
7631;699988952;way;Sorriso;dentist;dentist;;;;;;;;;;;;;-47.8438298;-24.4964334
5355;258412847;way;Hospital Unimed Registro;hospital;hospital;;yes;;;+55 13 3821-3494;https://www.unimed.coop.br/site/web/registro;Avenida Clara Gianotti de Souza;420;;Registro;;;-47.8477392;-24.4962104
7635;699988956;way;Conselho Regional de Odontologia de São Paulo;dentist;dentist;;;;;;;;;;;;;-47.8451447;-24.4948014
5386;275288479;way;Jorge Eduardo Yamada Guenca;dentist;dentist;;;;;;;;;;;;;-47.8464506;-24.4944688
7632;699988953;way;Prime Odonto;dentist;dentist;;;;;;;;;;;;;-47.8446736;-24.4942098
7627;699988948;way;Mário Ide;dentist;dentist;;;;;;;;;;;;;-47.8451814;-24.4938144
5388;275293862;way;Sátiro Oyadomari;dentist;dentist;;;;;;;;;;;;;-47.8423794;-24.4936745
7634;699988955;way;Cliniprev;dentist;dentist;;;;;;;;;;;;;-47.8386611;-24.4933386
7633;699988954;way;;dentist;dentist;;;;;;;;;;;;;-47.8419909;-24.4930893
6111;463691152;way;Associação Paulista de Cirurgiões Dentistas;dentist;dentist;;;;;;;;;;;;;-47.8439302;-24.4921641
6113;463698880;way;;doctor;doctors;;;;;;;;;;;;;-47.8409231;-24.4910938
7629;699988950;way;;dentist;dentist;;;;;;;;;;;;;-47.8424393;-24.4904787
8116;820229371;way;Pronto Socorro Municipal;hospital;hospital;;yes;;;;;Rua Capitão Alberto Mendes Júnior;;Centro;;;;-47.9292925;-24.3887187
8151;832633613;way;Doutora Ana Paula;dentist;dentist;;;;;;;;;;;;;-47.9272672;-24.3852584
8117;820234946;way;Drograria Sabrina;pharmacy;pharmacy;;;Estacionamento Publico;;;;Rua Júlio Prestes;1145;Centro;Sete Barras;11910-00;;-47.9286034;-24.38336
8118;820234947;way;Drogaria Giocar;pharmacy;pharmacy;;;;;;;Rua Júlio Prestes;1344;Centro;Sete Barras;11910-00;;-47.9288056;-24.3825403
8827;1006808072;way;Pronto Socorro;hospital;hospital;;yes;;;;;;;;;;;-47.9319921;-24.38162
7784;722310716;way;Posto Rosa;hospital;hospital;;;;;;;;;;;;;-47.5802942;-21.4612709
7681;707513592;way;Drogaria Nosso Teto;pharmacy;pharmacy;;;;;+55 16 3954-2003;https://www.facebook.com/FARMAISIZIZICOEZEMARIO;Rua José Gentil;177;Conjunto Habitacional Liliana Urtiaga Andreazza;Santa Rosa de Viterbo;14.270-000;;-47.3870433;-21.4959594
7679;707513585;way;Ambulatório Municipal Paschoal Cagliari;clinic;clinic;general;no;;;+55 16 3954-8860;;Rua Manoel Caetano Silva;6;Conjunto Habitacional Liliana Urtiaga Andreazza;Santa Rosa de Viterbo;14270-000;;-47.386552;-21.49504
7680;707513586;way;Drogagil;pharmacy;pharmacy;;;;;+55 16 3954-5002;;Rua Sebastião de Campos;210;Conjunto Habitacional Liliana Urtiaga Andreazza;Santa Rosa de Viterbo;14.270-000;;-47.3861898;-21.4949312
6585;547063812;way;Posto Saúde da Família III Vila Loyelo;clinic;clinic;general;;;;+55 12 3145 0235;;Rua Francisco Marzzano;;Vila Loyelo;Cruzeiro;12710-440;;-44.9616545;-22.5652108
6587;547089942;way;Santa Casa da Misericórdia;hospital;hospital;;;;;;;;;;Cruzeiro;;;-44.9645673;-22.5754467
7701;713670183;way;PSF da Capela do Jacu;clinic;clinic;general;;Prefeitura Municipal de Lavrinhas;public;;;Estrada São Sebastião;;Capela do Jacu;Lavrinhas;;;-44.8959299;-22.5103528
8063;805021801;way;Clínica Santa Cabeca;hospital;hospital;;;;;;;;;;;;;-44.9625575;-22.5785119
9003;1057653483;way;Unidade Básica de Saúde - UBS CENTRO;clinic;clinic;;;;;;;;;;;;;-44.9042804;-22.5694851
11025;1458123505;way;Posto de Saúde do Mavisou;yes;;"general;dentistry;paediatrics;community;vaccination";;Prefeitura Municipal de Lavrinhas;;;;;;;;;;-44.9237609;-22.5535456
11026;1458123506;way;Centro de Fisioterapia;physiotherapist;;;;Prefeitura Municipal de Lavrinhas;;;;;;;;;;-44.9237781;-22.5533223
11027;1458132298;way;Ambulatório/Secretaria de Saúde;yes;;;;Prefeitura Municipal de Cruzeiro;;;;;;;;;;-44.9535932;-22.5631128
2894;9516867254;node;Sidnei Leal Terapeuta;clinic;clinic;;;;;;;Avenida Major Hermógenes;430;Centro;Cruzeiro;12701-320;;-44.9620959;-22.5765243
3831;12042985393;node;Drogaria São Paulo;pharmacy;pharmacy;;;;;;;;;;;;;-44.959641;-22.5754968
11131;1477335162;way;Unimed Lorena - Laboratório;laboratory;;;;;;+55 12 3159-2016;https://www.unimedlorena.coop.br/;Rua Coronel José de Castro;470;;Cruzeiro;;;-44.9606955;-22.5783029
1643;5288094713;node;psf;hospital;hospital;;;;;;;Rua Bóris Stchelknoff;;;irapuru;17880000;;-51.3521114;-21.5637775
5983;436184220;way;Hospital Unimed Anhanguera - Unidade Leme;hospital;hospital;"emergency;general;intensive";yes;Unimed;private;+55 19 3573-4910;https://unimedanhanguera.coop.br/hospital-unimed-leme;Avenida Doutor Jambeiro Costa;1530;Vila Eroise;Leme;13610-235;;-47.392527;-22.1992694
